,galaxy,v3k,mod0,dl_mpc,z,d_mpc
1182,  UGC00646                   ,4988,34.14,67.29766562843183,1.6638177068483823e-05,67.29654593658444
1183,  UGC00673                   ,5951,34.98,99.08319448927666,1.9850399305242027e-05,99.08122768734343
1184,  NGC0710                    ,5853,32.76,35.64511334262439,1.952350649194784e-05,35.644417438609125
1185,  NGC1024                    ,3306,33.26,44.87453899331314,1.1027628987250908e-05,44.87404413900321
1186,  NGC1233                    ,4220,34.04,64.26877173170195,1.4076404817362017e-05,64.2678670711883
1187,  UGC02655                   ,6034,33.54,51.05049999754065,2.0127257504256493e-05,51.04947251166195
1188,  UGC02730                   ,3614,34.37,74.81695005111538,1.2055006400461215e-05,74.81604814317616
1189,  UGC03218                   ,5178,34.35,74.13102413009177,1.7271948849360314e-05,74.12974376494925
1190,  UGC03432                   ,5015,33.9,60.25595860743569,1.6728239374187325e-05,60.25495064819776
1191,  UGC03611                   ,5130,34.46,77.98301105232593,1.71118380836652e-05,77.98167664250174
1192,  UGC03634                   ,8045,35.15,107.15193052376048,2.683523145869133e-05,107.14905515406484
1193,  UGC03937                   ,4146,33.2,43.651583224016655,1.3829567386915384e-05,43.65097954985347
1194,  IC0480                     ,4814,33.48,49.65923214503358,1.605777554283904e-05,49.6584347410347
1195,  NGC2565                    ,3814,33.78,57.01642722807478,1.2722134590857518e-05,57.01570186664184
1196,  UGC04322                   ,7447,35.17,108.14339512979397,2.4840518169406382e-05,108.14070885855072
1197,  NGC3153                    ,3148,33.33,46.34469197362874,1.0500597716837826e-05,46.344205331772045
1198,  PGC037463                  ,6678,34.9,95.4992586021435,2.2275410277332594e-05,95.49713136436203
1199,  NGC4281                    ,3073,31.94,24.434305526939713,1.0250424645439212e-05,24.43405506749946
1200,  IC3690                     ,7918,35.35,117.48975549395304,2.641160505778968e-05,117.48665248288809
1201,  IC3960                     ,6842,35.08,103.75284158180126,2.2822455393457562e-05,103.75047374124225
1202,  PGC046239                  ,9181,35.83,146.5547840955913,3.062451958014234e-05,146.55029606318
1203,  IC4423                     ,9270,35.97,156.31476426409506,3.0921391624868694e-05,156.3099309435055
1204,  PGC053750                  ,6563,35.07,103.27614057613958,2.189181156785472e-05,103.27387972382479
1205,  NGC5874                    ,3205,33.33,46.34469197362874,1.0690729251100773e-05,46.344196520371376
1206,  NGC5975                    ,4506,33.77,56.75446054085477,1.5030398129628732e-05,56.753607511538576
1207,  UGC10030                   ,9057,35.46,123.59474334445119,3.021090010209663e-05,123.5910095488082
1208,  PGC056437                  ,4843,34.24,70.46930689671481,1.6154509130446503e-05,70.46816851804309
1209,  NGC6038                    ,9430,35.72,139.31568029453035,3.145509417718574e-05,139.31129824452412
1210,  UGC10413                   ,3035,33.42,48.30588020397729,1.0123670289263915e-05,48.305391176123834
1211,  UGC10738                   ,6713,35.18,108.64256236170645,2.2392157710651947e-05,108.64012967478907
1212,  PGC059955                  ,9174,35.53,127.64388088113435,3.060117009347847e-05,127.63997494855022
1213,  NGC6460                    ,3272,33.25,44.668359215096345,1.0914217194883536e-05,44.667871700242976
1214,  UGC11001                   ,4146,33.78,57.01642722807478,1.3829567386915384e-05,57.01563872645691
1215,  UGC11003                   ,3992,33.15,42.65795188015926,1.331587868031023e-05,42.65738385961097
1216,  UGC11097                   ,4501,34.47,78.3429642766212,1.5013719924868824e-05,78.34178807495664
1217,  UGC11198                   ,4410,34.03,63.973483548264824,1.4710176598238506e-05,63.972542500867206
1218,  PGC061808                  ,7963,35.37,118.57687481671597,2.6561708900628847e-05,118.5737252959414
1219,  NGC6651                    ,5681,34.17,68.23386941416705,1.8949776248207017e-05,68.23257642211101
1220,  NGC6792                    ,4467,34.48,78.7045789695097,1.4900308132501453e-05,78.70340626450528
1221,  UGC11435                   ,3597,32.84,36.98281797802667,1.199830050427753e-05,36.982374252387025
1222,  UGC11477                   ,3551,32.87,37.49730022454834,1.1844861020486379e-05,37.49685607949937
1223,  UGC11492                   ,3400,33.06,40.926065973001094,1.1341179236737169e-05,40.92560182841538
1224,  UGC11498                   ,3015,33.95,61.65950018614834,1.0056957470224284e-05,61.658880085413664
1225,  PGC064024                  ,6874,35.23,111.17317272815896,2.292919590392097e-05,111.17062367514994
1226,  UGC11551                   ,4597,33.7,54.954087385762485,1.533394145625905e-05,54.95324473592487
1227,  NGC6928                    ,4426,33.98,62.51726927756849,1.4763546853470209e-05,62.516346314560565
1228,  NGC6930                    ,4294,34.13,66.98846094165272,1.4323242247808649e-05,66.98750146344169
1229,  UGC11568                   ,3947,33.71,55.20774392807573,1.316577483747106e-05,55.20701708491934
1230,  UGC11738                   ,4157,34.24,70.46930689671481,1.3866259437387181e-05,70.46832976457218
1231,  NGC7046                    ,3840,33.7,54.954087385762485,1.2808861255609038e-05,54.95338349549776
1232,  IC5119                     ,4975,34.82,92.04495717531721,1.6594813736108065e-05,92.04342973174518
1233,  UGC12173                   ,4462,33.76,56.49369748123022,1.4883629927741545e-05,56.4928566624581
1234,  NGC7780                    ,4861,34.41,76.20790100254113,1.6214550667582172e-05,76.20666534570466
1235,  PGC072784                  ,7625,35.6,131.825673855641,2.5434262258859094e-05,131.82232105215581
1236,  NGC7040                    ,5792,33.05,40.73802778041122,1.9320032393876967e-05,40.73724073560057
1237,  NGC7014                    ,4582,33.57,51.760683195056814,1.5283906841979326e-05,51.75989210168778
1238,  UGC04324                   ,5049,33.8,57.543993733715666,1.6841651166554698e-05,57.54302461416805
1239,  PGC072438                  ,8955,35.3,114.81536214968793,2.9870664724994517e-05,114.81193264094158
1240,  NGC5246                    ,7216,35.17,108.14339512979397,2.4069985109498653e-05,108.14079218253642
1241,  UGC01257                   ,4405,34.62,83.94599865193965,1.4693498393478599e-05,83.9447652096669
1242,  NGC0914                    ,5324,34.34,73.79042301291015,1.7758952428349616e-05,73.78911259556983
1243,  VV169                      ,9215,35.34,116.94993910198747,3.073793137250971e-05,116.94634441327864
1244,  UGC04008                   ,9351,35.52,127.05741052085446,3.1191578541979196e-05,127.053447523267
1245,  UGC09425                   ,10583,36.14,169.0440931643263,3.530108819482043e-05,169.0381259345344
1246,  NGC7253                    ,4385,34.22,69.82324040771705,1.4626785574438967e-05,69.82221913308946
1247,  NGC2590                    ,5272,34.03,63.973483548264824,1.7585499098846577e-05,63.97235856241097
1248,  NGC4874                    ,7436,34.95,97.72372209558111,2.4803826118934585e-05,97.7212982334916
1249,  NGC5490                    ,5091,34.44,77.26805850957021,1.6981748086537922e-05,77.26674638514763
1250,  NGC5073                    ,3058,32.42,30.47894989627983,1.020039003115949e-05,30.478639002274388
1251,  ESO319-011                 ,3414,33.35,46.77351412871982,1.1387878210064911e-05,46.77298148370316
1252,  UGC03122                   ,4630,34.15,67.60829753919819,1.544401760767444e-05,67.6072534115861
1253,  UGC03161                   ,8741,36.47,196.7886289706847,2.915683756127047e-05,196.7828914038852
1254,  UGC03296                   ,4278,34.13,66.98846094165272,1.4269871992576944e-05,66.98750503853073
1255,  PGC036330                  ,8134,34.43,76.91304402866098,2.7132103503417687e-05,76.9109572726077
1256,  PGC044736                  ,7169,35.49,125.31411749414181,2.3913209984755522e-05,125.31112090299422
1257,  PGC075289                  ,8198,35.46,123.59474334445119,2.7345584524344505e-05,123.59136366636957
1258,  PGC083702                  ,7217,35.08,103.75284158180126,2.4073320750450632e-05,103.75034396649299
1259,  PGC090023                  ,4368,33.93,61.094202490557144,1.4570079678255282e-05,61.0933123561283
1260,  PGC090726                  ,8450,35.46,123.59474334445119,2.818616604424385e-05,123.59125978068138
1261,  PGC090737                  ,4371,34.8,91.20108393559077,1.4580086601111227e-05,91.19975423527602
1262,  IC2511                     ,3214,32.89,37.84425847170935,1.0720750019668607e-05,37.843852757224155
1263,  ESO566-014                 ,5017,33.71,55.20774392807573,1.673491065609129e-05,55.20682004687463
1264,  ESO374-003                 ,3244,32.43,30.619634336906756,1.0820819248228052e-05,30.619303010963367
1265,  ESO437-025                 ,3741,34.3,72.44359600749891,1.2478632801362867e-05,72.44269202174604
1266,  ESO437-030                 ,4096,33.22,44.05548635065535,1.3662785339316308e-05,44.054884438226125
1267,  ESO501-068                 ,3425,33.9,60.25595860743569,1.1424570260536708e-05,60.25527021686753
1268,  ESO437-031                 ,4222,33.81,57.80960474057187,1.408307609926598e-05,57.808790614974434
1269,  ESO437-054                 ,3806,33.71,55.20774392807573,1.2695449463241668e-05,55.207043049850675
1270,  ESO501-086                 ,4079,33.84,58.61381645140297,1.3606079443132623e-05,58.61301895801063
1271,  ESO378-003                 ,3342,32.81,36.4753946925608,1.1147712061522242e-05,36.474988079896235
1272,  ESO378-011                 ,3548,33.53,50.8159442560561,1.1834854097630435e-05,50.81534286388739
1273,  ESO437-035                 ,3731,32.66,34.04081897010002,1.2445276391843052e-05,34.04039532797167
1274,  ESO501-075                 ,5575,33.3,45.708818961487424,1.8596198307296978e-05,45.70796896703229
1275,  IC4830                     ,4400,33.8,57.543993733715666,1.467682018871869e-05,57.54314918326201
1276,  NGC3463                    ,4309,34.13,66.98846094165272,1.4373276862088371e-05,66.98749811179606
1277,  NGC2417                    ,3339,32.59,32.96097121774583,1.1137705138666297e-05,32.960604112256036
1278,  NGC2124                    ,3046,33.28,45.28975799036214,1.016036233973571e-05,45.28929783468603
1279,  IC2143                     ,3115,32.88,37.670379898390934,1.0390521565422437e-05,37.66998848756319
1280,  ESO593-003                 ,8069,35.13,106.16955571987242,2.691528684153889e-05,106.166698212737
1281,  NGC6754                    ,3160,32.9,38.018939632056124,1.0540625408261605e-05,38.018538892879086
1282,  ESO459-006                 ,5616,34.47,78.3429642766212,1.873295958632822e-05,78.34149670852942
1283,  NGC6861F                   ,3058,31.83,23.227367963571048,1.020039003115949e-05,23.22713103777516
1284,  IC4964                     ,3138,32.97,39.26449353995993,1.0467241307318011e-05,39.26408255333313
1285,  IC2150                     ,3194,33.14,42.461956394631294,1.0654037200628977e-05,42.461504008187994
1286,  ESO281-038                 ,4870,33.78,57.01642722807478,1.6244571436150005e-05,57.01550103569524
1287,  NGC6875A                   ,3026,32.32,29.107171180666082,1.0093649520696081e-05,29.106877386047106
1288,  IC5179                     ,3154,33.35,46.77351412871982,1.0520611562549716e-05,46.77302204792324
1289,  ESO381-051                 ,5298,33.94,61.37620051647933,1.7672225763598096e-05,61.3751158815752
1290,  IC5071                     ,3075,32.45,30.90295432513592,1.0257095927343175e-05,30.902637353820175
1291,  NGC6962                    ,3904,33.65,53.703179637025215,1.3022342276535856e-05,53.70248030494559
1292,  NGC4628                    ,3156,33.16,42.854852039743925,1.0527282844453678e-05,42.854400899344526
1293,  PGC3116657                 ,25594,37.25,281.8382931264449,8.537239452501504e-05,281.81423397047956
1294,  PGC3116670                 ,22568,37.59,329.6097121774583,7.527874500431896e-05,329.58490143970556
1295,  NGC0497                    ,7826,35.26,112.71974561755094,2.6104726090207378e-05,112.71680317627828
1296,  PGC1183727                 ,28019,37.57,326.5878321723353,9.346132383357022e-05,326.5573116936769
1297,  NGC2410                    ,4835,33.97,62.23002851691589,1.6127824002830653e-05,62.22902489815447
1298,  PGC090796                  ,8707,35.65,134.89628825916506,2.9043425768903098e-05,134.892370522615
1299,  PGC090801                  ,4024,33.97,62.23002851691589,1.3422619190773639e-05,62.2291932381525
1300,  PGC090803                  ,5495,34.52,80.16780633876806,1.8329347031138455e-05,80.16633694215804
1301,  PGC090806                  ,6217,35.15,107.15193052376048,2.0737679798469112e-05,107.14970848741537
1302,  PGC023374                  ,4461,34.89,95.0604793656281,1.4880294286789563e-05,95.05906485876838
1303,  UGC04386                   ,4872,34.2,69.18309709189376,1.625124271805397e-05,69.18197279886209
1304,  IC2348                     ,6215,35.18,108.64256236170645,2.073100851656515e-05,108.64031013851174
1305,  PGC024286                  ,8475,35.52,127.05741052085446,2.8269557068043387e-05,127.05381876567414
1306,  PGC025005                  ,7724,35.27,113.24003632355577,2.5764490713105264e-05,113.23711882685937
1307,  PGC029953                  ,7472,35.33,116.41260294104885,2.492390919320592e-05,116.40970155621805
1308,  UGC05542                   ,9316,35.77,142.56075936021878,3.107483110865985e-05,142.55632944635775
1309,  UGC05707                   ,3038,31.36,18.70682140365802,1.0133677212119859e-05,18.70663183668926
1310,  PGC031552                  ,6856,35.15,107.15193052376048,2.2869154366785306e-05,107.14948010575961
1311,  SDSSJ103928.53+051101.1    ,20685,37.78,359.74933515574304,6.899773309173775e-05,359.72451497967194
1312,  UGC06015                   ,12653,36.52,201.37242498623897,4.2205864965422177e-05,201.36392624755885
1313,  PGC033043                  ,6752,35.19,109.14403364487572,2.2522247707779228e-05,109.14157553127639
1314,  UGC06309                   ,3048,32.76,35.64511334262439,1.0167033621639675e-05,35.64475094124314
1315,  PGC1676859                 ,9739,35.9,151.3561248436207,3.248580723134803e-05,151.35120807745088
1316,  NGC4172                    ,9479,35.67,136.14446824659512,3.161854058383283e-05,136.14016369330432
1317,  IC3284                     ,8180,35.79,143.8798578255844,2.7285542987208836e-05,143.87593209265444
1318,  NGC4493                    ,7265,34.95,97.72372209558111,2.4233431516145746e-05,97.72135397184196
1319,  PGC092948                  ,13986,36.41,191.4255925021086,4.665227435441354e-05,191.41666247945457
1320,  PGC044159                  ,7564,34.89,95.0604793656281,2.5230788160788222e-05,95.05808097532405
1321,  PGC083669                  ,8049,33.35,46.77351412871982,2.684857402249926e-05,46.77225836027903
1322,  PGC083670                  ,6390,35.43,121.89895989248673,2.1314745683161915e-05,121.89636170253735
1323,  PGC083671                  ,6820,34.36,74.47319739059888,2.274907129251397e-05,74.47150323306258
1324,  PGC083675                  ,8612,35.91,152.05475297324907,2.8726539878464856e-05,152.0503850917982
1325,  PGC083681                  ,7515,35.17,108.14339512979397,2.5067341754141126e-05,108.14068433030234
1326,  PGC083682                  ,7415,33.68,54.450265284242086,2.4733777658942973e-05,54.448918556796734
1327,  PGC083684                  ,7708,33.05,40.73802778041122,2.571112045787356e-05,40.7369803870014
1328,  PGC083688                  ,8438,34.33,73.45138681571144,2.814613835282007e-05,73.44931950100285
1329,  PGC083695                  ,6402,32.92,38.37072454922792,2.1354773374585695e-05,38.36990516859865
1330,  PGC083696                  ,6680,33.91,60.53408747539124,2.2282081559236555e-05,60.53273867997097
1331,  PGC083703                  ,7571,35.02,100.92528860766876,2.525413764745209e-05,100.92273989090378
1332,  PGC083716                  ,7449,34.27,71.44963260755151,2.4847189451310347e-05,71.44785732910456
1333,  PGC044440                  ,5721,35.04,101.85913880541149,1.908320188628628e-05,101.85719504399489
1334,  PGC044467                  ,7415,35.11,105.19618738232234,2.4733777658942973e-05,105.19358554756626
1335,  PGC044469                  ,7186,35.69,137.4041975012515,2.3969915880939205e-05,137.40090401314035
1336,  PGC083720                  ,7292,34.85,93.32543007969925,2.4323493821849248e-05,93.32316013439029
1337,  PGC083727                  ,7275,34.98,99.08319448927666,2.426678792566556e-05,99.08079011675538
1338,  PGC044519                  ,7209,33.1,41.68693834703355,2.404663562283478e-05,41.68593594052139
1339,  PGC083729                  ,6281,35.04,101.85913880541149,2.095116081939593e-05,101.85700478292371
1340,  PGC044546                  ,7301,36.08,164.4371723214929,2.435351459041708e-05,164.4331677959418
1341,  PGC044547                  ,6673,35.19,109.14403364487572,2.2258732072572687e-05,109.14160429114783
1342,  IC3955                     ,7936,34.96,98.17479430199843,2.6471646594925346e-05,98.17219552233311
1343,  PGC044562                  ,6008,35.21,110.15393095414146,2.0040530839504973e-05,110.15172345513054
1344,  IC3963                     ,7096,34.7,87.09635899560814,2.366970819526087e-05,87.09429749900087
1345,  PGC044573                  ,9730,35.1,104.71285480508985,3.2455786462780195e-05,104.70945637733303
1346,  PGC044576                  ,6327,34.29,72.1107479182899,2.110460030318708e-05,72.10922608189527
1347,  2MASXJ12592407+2820498     ,20566,37.74,353.183169791957,6.860079181845195e-05,353.15894280884254
1348,  IC3976                     ,7057,35.66,135.5189412351035,2.353961819813359e-05,135.51575124605932
1349,  PGC044629                  ,7851,34.98,99.08319448927666,2.618811711400692e-05,99.08059975492657
1350,  PGC083734                  ,6523,35.23,111.17317272815896,2.175838592977546e-05,111.17075383199297
1351,  PGC044636                  ,7085,35.6,131.825673855641,2.3633016144789074e-05,131.82255849098794
1352,  PGC083733                  ,7243,34.86,93.75620069258792,2.416004741520215e-05,93.75393559305864
1353,  NGC4875                    ,8277,35.18,108.64256236170645,2.7609100159551046e-05,108.63956292113247
1354,  PGC044649                  ,7168,35.51,126.47363474711523,2.390987434380354e-05,126.4706108507016
1355,  PGC044652                  ,7173,33.99,62.8058358813318,2.3926552548563447e-05,62.80433319015345
1356,  PGC044667                  ,8659,33.93,61.094202490557144,2.8883315003207988e-05,61.09243793842785
1357,  PGC044679                  ,7832,35.24,111.68632477805612,2.6124739935919268e-05,111.68340707809104
1358,  PGC044675                  ,7975,35.24,111.68632477805612,2.6601736592052627e-05,111.68335380689643
1359,  PGC044699                  ,6841,34.61,83.56030182312473,2.2819119752505583e-05,83.55839509410076
1360,  IC4012                     ,7505,34.91,95.94006315159317,2.503398534462131e-05,95.93766144958244
1361,  PGC044723                  ,7772,34.59,82.79421637123362,2.5924601478800378e-05,82.79207001981274
1362,  IC4021                     ,6001,34.92,96.38290236239705,2.0017181352841105e-05,96.3809730869798
1363,  PGC083746                  ,6156,34.45,77.62471166286927,2.053420570039824e-05,77.62311773380262
1364,  IC4026                     ,8443,34.57,82.03515443298177,2.8162816557579978e-05,82.03284415704009
1365,  PGC083747                  ,8048,34.83,92.4698173938221,2.6845238381547278e-05,92.4673350861692
1366,  NGC4896                    ,6222,34.67,85.90135215053961,2.075435800322902e-05,85.89956936012477
1367,  PGC083750                  ,8465,34.05,64.56542290346549,2.8236200658523572e-05,64.56359987270424
1368,  PGC044784                  ,5729,33.88,59.70352865838378,1.910988701390213e-05,59.70238775249937
1369,  PGC044815                  ,6865,34.09,65.76578373554213,2.289917513535314e-05,65.76427778782741
1370,  PGC083752                  ,8383,35.24,111.68632477805612,2.7962678100461085e-05,111.68320181663448
1371,  PGC083753                  ,7165,33.94,61.37620051647933,2.3899867420947593e-05,61.37473366848166
1372,  PGC083754                  ,7821,33.53,50.8159442560561,2.608804788544747e-05,50.81461860185273
1373,  PGC083755                  ,7870,35.29,114.28783347897713,2.6251494292094566e-05,114.28483333132726
1374,  NGC4923                    ,5731,35.0,100.0,1.9116558295806095e-05,99.998088380714
1375,  PGC083757                  ,8498,34.01,63.38697112569263,2.834627680993896e-05,63.385174391993665
1376,  PGC083759                  ,7548,34.99,99.54054173515276,2.5177417905556517e-05,99.53803562443234
1377,  PGC083760                  ,6001,34.71,87.49837752274364,2.0017181352841105e-05,87.49662608691149
1378,  PGC083762                  ,8914,34.85,93.32543007969925,2.9733903445963275e-05,93.32265523287921
1379,  PGC083764                  ,6231,35.19,109.14403364487572,2.0784378771796855e-05,109.14176520108795
1380,  PGC083766                  ,7876,34.52,80.16780633876806,2.6271508137806456e-05,80.16570026492117
1381,  PGC045023                  ,7678,33.55,51.28613839913638,2.5611051229314115e-05,51.284824940857526
1382,  NGC4929                    ,6491,35.43,121.89895989248673,2.165164541931205e-05,121.8963206365744
1383,  PGC045032                  ,8475,34.24,70.46930689671481,2.8269557068043387e-05,70.46731481693716
1384,  PGC094012                  ,8628,35.16,107.64652136298349,2.8779910133696557e-05,107.6434233949317
1385,  PGC045498                  ,10329,36.03,160.69412530128756,3.445383539301712e-05,160.6885889630939
1386,  UGC08317                   ,6288,34.4,75.85775750291836,2.0974510306059802e-05,75.85616645697323
1387,  PGC046640                  ,10674,35.89,150.66070661867448,3.560463152145075e-05,150.65534259071478
1388,  PGC048783                  ,7326,35.09,104.23174293933057,2.4436905614216618e-05,104.22919590030811
1389,  NGC5698                    ,3789,34.02,63.67955209079162,1.2638743567057981e-05,63.67874727143418
1390,  UGC09612                   ,10952,35.98,157.03628043335516,3.6531939706101615e-05,157.0305438029969
1391,  PGC214352                  ,10239,35.85,147.9108388168207,3.415362770733879e-05,147.90578729762558
1392,  PGC053805                  ,14931,34.72,87.90225168308842,4.9804455054036085e-05,87.89787397737457
1393,  PGC2085703                 ,28490,38.27,450.81670454146,9.503241072195353e-05,450.77386641424414
1394,  UGC10244                   ,9898,35.76,141.90575216890898,3.301617414271309e-05,141.9010671385653
1395,  NGC6195                    ,9014,35.81,145.2111617587745,3.0067467541161425e-05,145.2067957581563
1396,  PGC2172338                 ,7922,35.3,114.81536214968793,2.6424947621597605e-05,114.81232823992788
1397,  PGC1188501                 ,14480,36.54,203.23570109362208,4.830008098469242e-05,203.2258852669055
1398,  NGC7112                    ,5508,34.26,71.12135136533281,1.8372710363514213e-05,71.12004469735055
1399,  PGC999654                  ,14608,36.19,172.98163592151,4.8727043026546054e-05,172.9732074485882
1400,  PGC1154577                 ,18507,36.43,193.19683170169222,6.1732707098322e-05,193.18490587448204
1401,  PGC1130011                 ,19951,36.65,213.79620895022325,6.654937263298331e-05,213.78198189344798
1402,  PGC1808334                 ,10091,35.0,100.0,3.365995284644552e-05,99.99663411801077
1403,  SDSSJ224142.05-000812.9    ,16981,36.88,237.68402866248832,5.66425190055982e-05,237.67056640291378
1404,  PGC2078048                 ,6430,35.4,120.22644346174131,2.1448171321241175e-05,120.22386487969047
1405,  PGC1154145                 ,13248,35.67,136.14446824659512,4.419057133185118e-05,136.13845221061172
1406,  PGC1161680                 ,19284,36.6,208.9296130854041,6.432450011801164e-05,208.91617465690274
1407,  IC4567                     ,5804,34.01,63.38697112569263,1.9360060085300746e-05,63.38574397388075
1408,  NGC4993                    ,3244,33.19,43.45102241715714,1.0820819248228052e-05,43.45055224658505
1409,  UGC04754                   ,5927,34.39,75.50922276654342,1.9770343922394472e-05,75.50772995275345
1410,  PGC765572                  ,13827,36.38,188.79913490962926,4.6121907443048486e-05,188.79042753500437
1411,  PGC869197                  ,23557,37.52,319.1537855100771,7.857769390582867e-05,319.12870911205596
1412,  PGC998264                  ,23451,36.95,245.47089156850336,7.822411596491863e-05,245.4516913269372
1413,  PGC1059326                 ,3000,34.16,67.9203632617183,1.0006922855944561e-05,67.91968359468416
1414,  PGC1114283                 ,13096,36.49,198.60949173573718,4.3683553907149994e-05,198.60081614627907
1415,  PGC1160052                 ,26712,37.11,264.24087573219504,8.910164110933038e-05,264.2173335341676
1416,  PGC1258718                 ,9213,35.51,126.47363474711523,3.073126009060575e-05,126.46974817239054
1417,  PGC1392929                 ,10448,35.9,151.3561248436207,3.4850776666302926e-05,151.35085014894392
1418,  PGC1506233                 ,7982,35.63,133.6595516546446,2.6625086078716495e-05,133.65599305232462
1419,  PGC1809186                 ,8862,35.07,103.27614057613958,2.9560450116460236e-05,103.27308777717998
1420,  PGC2793293                 ,4687,34.35,74.13102413009177,1.5634149141937386e-05,74.1298651727238
1421,  PGC3081460                 ,13180,36.58,207.01413487910372,4.396374774711644e-05,207.00503416199942
